unaligned aligned_unmapped mapped_to_exon mapped_to_intron ambiguous_mapping mapped_to_ERCC mapped_to_MT number_of_genes total_count_per_cell non_ERCC_percent non_mt_percent non_ribo_percent H1975 H2228 HCC827 poor_quality traj total_features log10_total_features total_counts log10_total_counts pct_counts_top_50_features pct_counts_top_100_features pct_counts_top_200_features pct_counts_top_500_features total_features_endogenous log10_total_features_endogenous total_counts_endogenous log10_total_counts_endogenous pct_counts_endogenous pct_counts_top_50_features_endogenous pct_counts_top_100_features_endogenous pct_counts_top_200_features_endogenous pct_counts_top_500_features_endogenous total_features_feature_control log10_total_features_feature_control total_counts_feature_control log10_total_counts_feature_control pct_counts_feature_control pct_counts_top_50_features_feature_control pct_counts_top_100_features_feature_control total_features_ercc log10_total_features_ercc total_counts_ercc log10_total_counts_ercc pct_counts_ercc total_features_mt log10_total_features_mt total_counts_mt log10_total_counts_mt pct_counts_mt total_features_rbp log10_total_features_rbp total_counts_rbp log10_total_counts_rbp pct_counts_rbp pct_counts_top_50_features_rbp is_cell_control RCA
116471 11130 173776 73014 4542 466 19346 5442 22277 0.996139515645671 0.839206355954928 0.877541465394144 0 5 4 NO NO 5352 3.72859724338343 22177 4.34592237913834 18.4650764305361 26.320061324796 36.0508635072372 50.3855345628354 5293 3.72378393696533 20425 4.31018332757169 92.099923344005 14.9179926560588 22.7760097919217 32.4161566707466 47.34394124847 59 1.77815125038364 1752 3.24378191609379 7.90007665599495 99.486301369863 100 13 1.14612803567824 86 1.93951925261862 0.387789150922127 25 1.41497334797082 1614 3.20817252666712 7.27781034405014 21 1.34242268082221 52 1.72427586960079 0.234477161022681 100 FALSE 1
150661 14541 201738 81849 6554 613 31192 6241 28974 0.99620349244281 0.820977427755582 0.866362647075776 0 4 5 NO NO 6125 3.78717699247055 28853 4.46020602745745 20.4311510068277 28.6348040065158 37.7222472533185 51.3603438117353 6049 3.78175537465247 25810 4.41180483081542 89.4534363844314 15.0019372336304 23.1848120883379 32.5687717938783 46.9972878729175 76 1.88649072517248 3043 3.48344464809854 10.5465636155686 98.9812684850477 100 13 1.14612803567824 110 2.04532297878666 0.381242851696531 28 1.46239799789896 2814 3.44947839918736 9.75288531521852 35 1.55630250076729 119 2.07918124604762 0.41243544865352 100 FALSE 1
4630 218 2239 2963 72 1 304 761 1060 0.999056594348523 0.822641501673193 0.897161347534457 0 4 5 NO NO 757 2.87966920563205 1056 3.02407498730743 24.6212121212121 34.469696969697 47.2537878787879 75.6628787878788 740 2.86981820797933 953 2.9795483747041 90.2462121212121 19.8321091290661 30.3252885624344 43.3368310598111 74.8163693599161 17 1.25527250510331 103 2.01703333929878 9.75378787878788 100 100 1 0.301029995663981 1 0.301029995663981 0.0946969696969697 12 1.11394335230684 98 1.99563519459755 9.28030303030303 4 0.698970004336019 4 0.698970004336019 0.378787878787879 100 FALSE 1
130796 15755 171175 80283 4885 337 20589 7010 35317 0.997933006484715 0.835744825201533 0.866579588702441 0 4 5 NO NO 6887 3.8380931384456 35183 4.54634521201671 18.4265128044794 26.4900662251656 35.8184350396498 49.9587869141347 6812 3.8333383889394 32538 4.51240420191506 92.4821646818066 15.3328416005901 23.0223123732252 32.3898211322146 47.0465302108304 75 1.88081359228079 2645 3.42258983985148 7.51783531819345 98.9413988657845 100 13 1.14612803567824 73 1.86923171973098 0.207486570218571 22 1.36172783601759 2451 3.38952046584638 6.96643265213313 40 1.61278385671974 121 2.08635983067475 0.343916095841742 100 FALSE 1
846838 89135 1275008 555219 40095 455 106263 12405 154739 0.999431300383263 0.85909176090972 0.861838265606068 0 4 5 NO NO 11768 4.0707395628492 154012 5.18755738051166 15.6643638158066 23.7825623977352 33.4577825104537 46.9820533464925 11666 4.06695919786712 146593 5.16611619526952 95.1828428953588 14.5327539514165 22.2732326918748 31.7225242678709 45.319353584414 102 2.01283722470517 7419 3.87040390527903 4.8171571046412 97.5872759131959 99.9730421889743 10 1.04139268515822 88 1.94939000664491 0.057138404799626 30 1.49136169383427 6743 3.82891756161669 4.37823026777134 62 1.79934054945358 588 2.7701152947871 0.381788432070228 97.108843537415 FALSE 1
258543 24486 384131 154041 13434 144 40322 8228 49383 0.999169754571579 0.845189639988419 0.878196772533711 0 4 5 NO NO 8024 3.90444504107691 49152 4.69155002966937 16.2394205729167 23.968505859375 33.4696451822917 47.5382486979167 7950 3.90042175345774 46168 4.66435046802775 93.9290364583333 13.7996014555536 21.3936059608387 30.7875584820655 45.2304626581182 74 1.8750612633917 2984 3.47494433546539 6.07096354166667 99.0281501340483 100 9 1 41 1.6232492903979 0.0834147135416667 23 1.38021124171161 2782 3.44451320633404 5.65999348958333 42 1.63346845557959 161 2.20951501454263 0.327555338541667 100 FALSE 1
29391 1527 44988 13598 1706 621 1254 2709 7174 0.989545579886332 0.841511010814732 0.850291538484056 0 9 0 NO YES 2678 3.42797271360821 7139 3.85369821177617 17.1172433113882 26.3762431713125 37.4001961058972 56.3384227482841 2635 3.42094540592197 6750 3.82936810798882 94.5510575710884 16.3259259259259 25.2740740740741 36.1037037037037 55.2888888888889 43 1.64345267648619 389 2.5910646070265 5.44894242891161 100 100 15 1.20411998265592 75 1.88081359228079 1.05056730634543 14 1.17609125905568 289 2.46239799789896 4.04818602045104 14 1.17609125905568 25 1.41497334797082 0.350189102115142 100 FALSE 1
224955 16633 383979 82587 10319 680 36098 7941 48048 0.997960372752672 0.839993339818516 0.875561755835465 0 8 1 NO NO 7768 3.89036512144812 47846 4.67985471276511 16.6576098315429 24.6018475943653 34.4501107720604 48.407390377461 7690 3.88598281135497 44943 4.6526717218575 93.9326171466789 14.4093629708742 22.1102285116703 31.8559063702913 46.1673675544579 78 1.89762709129044 2903 3.46299661202806 6.06738285332107 98.7599035480537 100 11 1.07918124604762 96 1.98677173426624 0.200643731973415 23 1.38021124171161 2662 3.42537116643894 5.56368348451281 44 1.65321251377534 145 2.16435285578444 0.303055636834845 100 FALSE 1
120020 12357 132185 97296 4805 376 7626 5030 18297 0.996119581900793 0.857790894213373 0.855003085203539 0 8 1 NO NO 4952 3.69486832798246 18209 4.26030994579492 16.2611895216651 24.6142017683563 34.8618814871767 50.0356966335329 4895 3.6898414091375 17422 4.24112293662285 95.6779614476358 15.7559407645506 23.7860176787969 33.8365285271496 48.9610836872919 57 1.76342799356294 787 2.89652621748956 4.32203855236422 99.1105463786531 100 9 1 71 1.85733249643127 0.389917073974408 22 1.36172783601759 655 2.81690383937566 3.59712230215827 26 1.43136376415899 61 1.79239168949825 0.334999176231534 100 FALSE 1
396606 39418 485778 177767 14421 407 82527 8984 61898 0.998723706582002 0.830689198224387 0.869042478102285 0 8 1 NO NO 8761 3.94260324884216 61653 4.78996125808623 19.1118031563752 27.1568293513698 36.5918933385237 50.0105428770701 8677 3.93841964579319 56222 4.74991401538535 91.1910207126985 14.7006509907154 22.6245953541318 32.1973604638753 46.2897086549749 84 1.92941892571429 5431 3.73495976127245 8.80897928730151 98.9136438961517 100 13 1.14612803567824 79 1.90308998699194 0.128136505928341 27 1.44715803134222 5158 3.71256552787331 8.36617845035927 44 1.65321251377534 194 2.29003461136252 0.3146643310139 100 FALSE 1
40324 3664 49454 19635 1735 157 4220 2995 8375 0.996179103288144 0.852059700475153 0.850028835786465 0 8 1 NO NO 2963 3.47187819930729 8341 3.92127018550981 18.1872677137034 27.2269512048915 37.9211125764297 55.7846780961515 2924 3.4661258704182 7862 3.89558827566626 94.2572832993646 16.8786568303231 25.4515390485881 36.1740015263292 54.4899516662427 39 1.60205999132796 479 2.68124123737559 5.74271670063542 100 100 7 0.903089986991944 32 1.51851393987789 0.383647044718859 18 1.27875360095283 419 2.6232492903979 5.02337849178756 14 1.17609125905568 28 1.46239799789896 0.335691164129001 100 FALSE 1
93824 7141 138376 46291 4757 332 9485 5238 21563 0.997449334045611 0.847099197306915 0.843620626248376 0 7 2 NO NO 5157 3.71248133780192 21478 4.33201405800557 17.1803706117888 25.8357388956141 36.1486171896825 51.6109507402924 5103 3.70791066571311 20485 4.31145716838103 95.3766644939007 16.4168904076153 24.691237490847 34.8010739565536 50.3832072247986 54 1.74036268949424 993 2.99738638439731 4.62333550609926 99.5971802618328 100 9 1 55 1.7481880270062 0.256075984728559 21 1.34242268082221 879 2.94448267215017 4.09255982866189 24 1.39794000867204 59 1.77815125038364 0.274699692708818 100 FALSE 1
57743 5460 79347 34997 2165 477 5163 3632 12438 0.993568096966097 0.846357934678921 0.816288136124669 0 7 2 NO NO 3569 3.55266821611219 12371 4.09243991133114 19.1657909627354 29.1649826206451 40.5706895158031 57.2225365774796 3520 3.54666602507018 11748 4.07000090380235 94.9640287769784 18.5478379298604 28.4133469526728 39.5386448757235 56.3329928498468 49 1.69897000433602 623 2.79518458968242 5.03597122302158 100 100 11 1.07918124604762 80 1.90848501887865 0.646673672298117 18 1.27875360095283 498 2.69810054562339 4.02554361005578 20 1.32221929473392 45 1.66275783168157 0.363753940667691 100 FALSE 1
93131 9387 101724 61234 3534 323 10082 4785 17249 0.996637485653291 0.836048466093079 0.85958556462081 0 7 2 NO NO 4714 3.67348169707335 17170 4.23479558822064 18.7186953989517 27.2801397786837 37.03552708212 52.2597553873034 4662 3.66866541545449 15918 4.2019157827407 92.7082119976704 16.1703731624576 24.2429953511748 34.0180927252167 49.8115341123257 52 1.72427586960079 1252 3.09795107099415 7.29178800232964 99.8402555910543 100 9 1 58 1.77085201164214 0.337798485730926 22 1.36172783601759 1140 3.05728564441821 6.63948747815958 21 1.34242268082221 54 1.74036268949424 0.314502038439138 100 FALSE 1
163889 13824 242726 84976 7415 368 30275 6919 38215 0.997880413189093 0.83022373391856 0.856417412948472 0 7 2 NO NO 6779 3.83122969386706 38064 4.58052583412933 18.9916981925179 27.65605296343 37.5499159310635 51.9362126944094 6713 3.82698133691199 35095 4.54525762139689 92.1999789827659 15.7515315572019 24.1515885453768 34.096025074797 49.0126798689272 66 1.82607480270083 2969 3.47275644931721 7.80002101723413 99.3937352643988 100 8 0.954242509439325 81 1.91381385238372 0.212799495586381 24 1.39794000867204 2758 3.44075170047919 7.24569146700294 34 1.54406804435028 130 2.11727129565576 0.341530054644809 100 FALSE 1
152118 11109 241923 84066 6971 474 30161 6327 33512 0.997463594832459 0.834268321546232 0.856349708656687 0 7 2 NO NO 6220 3.79386020134267 33393 4.52366844283042 19.4262270535741 28.1556014733627 38.2145958733866 52.8823406103076 6152 3.78908691508803 30832 4.48901578291851 92.3307279968856 16.3823300467047 24.8281006746238 34.9052932018682 50.1102750389206 68 1.83884909073726 2561 3.40857912540867 7.66927200311443 99.2971495509566 100 13 1.14612803567824 85 1.93449845124357 0.254544365585602 22 1.36172783601759 2384 3.37748838337613 7.13922079477735 33 1.53147891704226 92 1.96848294855394 0.275506842751475 100 FALSE 1
187163 23344 242695 141604 8691 490 24289 7074 34229 0.997750445237153 0.842589616745277 0.863624159740524 0 6 3 NO NO 6927 3.84060787900929 34064 4.53230839327542 16.5776186002818 24.6359793330202 33.8363081258807 47.4371770784406 6860 3.83638741932641 31802 4.50246808922949 93.3595584781588 13.8544745613483 21.6055593987799 30.7716495817873 44.7959247846047 67 1.83250891270624 2262 3.35468455395473 6.64044152184124 99.2484526967286 100 12 1.11394335230684 77 1.89209460269048 0.226045091592297 24 1.39794000867204 2105 3.32345836684947 6.17954438703617 31 1.50514997831991 80 1.90848501887865 0.234852043212776 100 FALSE 1
42769 3446 59171 20806 1322 948 6352 2880 7677 0.984499152032696 0.851895270480793 0.912204100294255 0 9 0 NO YES 2844 3.45408227073109 7634 3.88280904139244 18.3652082787529 26.5653654702646 37.13649462929 55.4231071522138 2799 3.44715803134222 6946 3.84179729887436 90.9876866649201 14.5263460984739 22.5309530665131 33.1701698819464 52.6346098473942 45 1.66275783168157 688 2.83821922190763 9.01231333507991 100 100 13 1.14612803567824 119 2.07918124604762 1.55881582394551 20 1.32221929473392 550 2.74115159885178 7.20461095100865 12 1.11394335230684 19 1.30102999566398 0.248886560125753 100 FALSE 1
5899 304 5011 2241 223 2 90 1189 1814 0.998897458660984 0.871003302805936 0.901318074321531 0 6 3 NO NO 1186 3.07445071895459 1811 3.25815819334079 18.8293760353396 28.3821093318608 40.8614025400331 62.1203754831585 1168 3.06781451116184 1738 3.24029958200271 95.9690778575373 18.0667433831991 27.5028768699655 39.9884925201381 61.5650172612198 18 1.27875360095283 73 1.86923171973098 4.03092214246273 100 100 2 0.477121254719662 2 0.477121254719662 0.110436223081171 12 1.11394335230684 66 1.82607480270083 3.64439536167863 4 0.698970004336019 5 0.778151250383644 0.276090557702927 100 FALSE 1
210147 21464 274137 143182 8692 543 9313 7387 38112 0.998373215523097 0.869148824289161 0.850204436869113 0 6 3 NO NO 7234 3.85943853545506 37948 4.57920033622086 15.9296932644672 24.0724148835248 33.8120586065142 48.08422051228 7167 3.85539799665407 36808 4.56595401901197 96.9958891114156 15.7873288415562 23.8100412953706 33.2889589219735 47.4597913497066 67 1.83250891270624 1140 3.05728564441821 3.00411088858438 98.5087719298246 100 10 1.04139268515822 62 1.79934054945358 0.16338146937915 21 1.34242268082221 939 2.9731278535997 2.47443870559713 36 1.56820172406699 139 2.14612803567824 0.366290713608095 100 FALSE 1
200293 16588 294725 123147 8807 146 18581 7446 41088 0.998929127482737 0.853947624402758 0.853387642769752 0 6 3 NO NO 7297 3.86320385902863 40923 4.61197807599386 16.2817975221758 24.643843315495 34.2863426435012 48.466632456076 7227 3.85901814388889 39256 4.59391710796834 95.9264961024363 15.7555532912166 23.7314041165682 33.0395353576523 47.3227022620746 70 1.85125834871908 1667 3.22219604630172 4.07350389756372 98.8002399520096 100 8 0.954242509439325 44 1.65321251377534 0.107518999095863 21 1.34242268082221 1480 3.17055505852121 3.6165481514063 41 1.6232492903979 143 2.15836249209525 0.349436747061555 100 FALSE 1
257366 23285 386743 161880 12445 575 22776 8787 57296 0.998045238585932 0.854998603592747 0.862101915997292 0 6 3 NO NO 8573 3.93318347917461 57052 4.75627848572515 15.4087499123607 23.4277501226951 33.0558087358901 47.1114071373484 8493 3.92911225665466 54494 4.7363566569184 95.5163710299376 14.585091936727 22.2061144346167 31.594303960069 45.7426505670349 80 1.90848501887865 2558 3.40807028588719 4.4836289700624 98.2408131352619 100 12 1.11394335230684 112 2.05307844348342 0.196312136296712 23 1.38021124171161 2227 3.34791518650169 3.90345649582837 45 1.66275783168157 219 2.34242268082221 0.38386033793732 100 FALSE 1
205127 17350 323266 107092 12013 513 25946 7668 43459 0.997929082353959 0.84698221292552 0.852757575471692 0 5 4 NO NO 7499 3.8750612633917 43269 4.63618689519872 16.88737895491 25.7366705955765 35.3671219579838 49.3239963946474 7421 3.87052095001276 40970 4.61247656412844 94.6867272181007 15.5626067854528 23.9663168171833 33.3756407127166 47.5762753234074 78 1.89762709129044 2299 3.36172783601759 5.31327278189928 98.2166159199652 100 15 1.20411998265592 90 1.95904139232109 0.20800110933925 22 1.36172783601759 2075 3.31722734917642 4.79558113198826 41 1.6232492903979 134 2.13033376849501 0.309690540571772 100 FALSE 1
18840 1270 19613 8360 411 520 1916 1658 3584 0.976562497275216 0.823102676274825 0.871928370735573 0 9 0 NO YES 1644 3.21616590228599 3567 3.55242484570409 22.4558452481077 32.3240818615083 45.3322119428091 65.8536585365854 1606 3.20601587676334 3197 3.50487845941022 89.6271376506868 19.2055051610885 28.9646543634657 42.1019705974351 63.9036596809509 38 1.5910646070265 370 2.56937390961505 10.3728623493131 100 100 14 1.17609125905568 84 1.92941892571429 2.35492010092515 17 1.25527250510331 270 2.43296929087441 7.56938603868797 7 0.903089986991944 16 1.23044892137827 0.448556209700028 100 FALSE 1
94023 7404 116221 55853 2765 518 39213 3864 14534 0.994564468835445 0.771776523481645 0.909246656635024 0 9 0 NO YES 3807 3.58069693971244 14473 4.16058856829003 30.8850963863746 38.3403579078284 46.8251226421613 60.4574034408899 3749 3.57403126772772 11598 4.06442054843359 80.1354245837076 18.3652353854113 26.3838592860838 35.9630970857044 52.1814105880324 58 1.77085201164214 2875 3.45878888171084 19.8645754162924 99.7217391304348 100 11 1.07918124604762 78 1.89762709129044 0.538934567815933 24 1.39794000867204 2759 3.44090908206522 19.0630829821046 23 1.38021124171161 38 1.5910646070265 0.262557866371865 100 FALSE 1
39811 2481 33845 12992 1220 322 11822 2146 5747 0.990081780076419 0.772750999177395 0.89281208837291 0 9 0 NO YES 2119 3.32633586092875 5719 3.75739602879302 30.5997552019584 39.9545375065571 50.078685084805 66.6550096170659 2076 3.3174364965351 4599 3.66275783168157 80.4161566707466 19.3302891933029 29.0497934333551 40.4870624048706 60.0565340291368 43 1.64345267648619 1120 3.04960561259497 19.5838433292534 100 100 8 0.954242509439325 57 1.76342799356294 0.996677740863787 22 1.36172783601759 1048 3.02077548819356 18.3248819723728 13 1.14612803567824 15 1.20411998265592 0.262283616016786 100 FALSE 1
105718 9609 94238 41399 3203 491 10159 4299 13864 0.990911713076376 0.839007500837415 0.881923772415052 0 9 0 NO YES 4250 3.62849110496712 13810 4.14022512526645 18.4431571325127 26.1477190441709 35.4815351194786 51.0427226647357 4197 3.62304243424638 12600 4.10040501156589 91.2382331643736 14.7142857142857 22.0952380952381 31.531746031746 47.7460317460317 53 1.73239375982297 1210 3.08314414314305 8.76176683562636 99.7520661157025 100 12 1.11394335230684 126 2.10380372095596 0.912382331643736 22 1.36172783601759 1040 3.01745072951054 7.53077480086894 19 1.30102999566398 44 1.65321251377534 0.318609703113686 100 FALSE 1
1728 63 276 816 12 1 45 170 212 0.995282971920615 0.75471694553222 0.88675062497052 0 9 0 NO YES 169 2.23044892137827 211 2.32633586092875 43.6018957345972 67.2985781990521 100 100 155 2.19312459835446 164 2.21748394421391 77.7251184834123 35.9756097560976 66.4634146341463 100 100 14 1.17609125905568 47 1.68124123737559 22.2748815165877 100 100 1 0.301029995663981 1 0.301029995663981 0.4739336492891 10 1.04139268515822 43 1.64345267648619 20.3791469194313 3 0.602059991327962 3 0.602059991327962 1.4218009478673 100 FALSE 1
64265 6092 83074 24746 2142 397 8877 3610 11736 0.993609406106332 0.828561689818881 0.874658423092686 0 9 0 NO YES 3573 3.55315454816963 11693 4.06796308950126 19.6613358419567 28.3246386727102 38.7069186692893 55.3151458137347 3522 3.54691264318124 10694 4.02918078890755 91.4564269220901 16.289508135403 24.6680381522349 35.2721152047877 52.6463437441556 51 1.7160033436348 999 3 8.54357307790986 99.8998998998999 100 12 1.11394335230684 74 1.8750612633917 0.63285726503036 20 1.32221929473392 884 2.94694327069783 7.56007867955187 19 1.30102999566398 41 1.6232492903979 0.350637133327632 100 FALSE 1
3190 313 4801 2062 136 0 351 559 879 0.999999988623436 0.841865746963985 0.865746692301567 0 8 1 NO NO 557 2.74663419893758 877 2.9434945159061 28.6202964652223 42.6453819840365 59.2930444697834 93.5005701254276 540 2.73319726510657 815 2.91169015875386 92.9304446978335 27.6073619631902 41.5950920245399 58.2822085889571 95.0920245398773 17 1.25527250510331 62 1.79934054945358 7.06955530216648 100 100 0 0 0 0 0 14 1.17609125905568 56 1.75587485567249 6.38540478905359 3 0.602059991327962 6 0.845098040014257 0.684150513112885 100 FALSE 1
